"","Identifier","Source","Museum_number","Family","Genus","Species","English_name","Latitude","Longitude","Accuracy","Location","Date","Month","Year","Historic"
"160",3201,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.683,31.684,2,"Siphofaneni","22-Jul-23",7,2023,""
"161",3202,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.99,31.755,2,"Mananga Country Club","01-Oct-22",10,2022,""
"162",3203,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4966,31.3938,2,"Manzini, Coates Valley","28-Jan-24",1,2024,""
"163",3765,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-27.12,31.2,2,"Nhlangano","07-Sep-24",9,2024,""
"164",3766,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5445,31.3222,1,"Tubungu, phase 4","18-Feb-24",2,2024,""
"165",3767,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4418,31.9416,2,"Siteki","11-May-24",5,2024,""
"166",3768,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.509,31.311,1,"Matsapha, Government Primary School","09-Apr-24",4,2024,""
"167",3769,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5127,31.2939,1,"Matsapha, Mondelez","15-Apr-24",4,2024,""
"168",3770,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.214,31.919,2,"Lusoti Village","04-Jan-23",1,2023,""
"169",3771,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.57,31.31,3,"Dwaleni","07-Oct-22",10,2022,""
"170",3772,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-27.0029,31.6533,2,"Maloma","02-Apr-22",4,2022,""
"171",3773,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.948,31.133,2,"Bulembu","11-Dec-22",12,2022,""
"172",3774,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.948,31.133,2,"Bulembu","02-Mar-23",3,2023,""
"173",3777,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2129,31.921,2,"Lusoti, House D4123","02-Mar-24",3,2024,""
"174",3778,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4918,31.3691,1,"Manzini, near Mavuso Trade Centre","16-May-24",5,2024,""
"175",3780,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2129,31.921,2,"Lusoti Village","06-Sep-24",9,2024,""
"176",3781,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2056,31.5575,1,"Croydon","08-Sep-24",9,2024,""
"177",3782,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.164,31.582,2,"Dvokolwako, Mfelankhomo Grocery","25-Jan-23",1,2023,""
"178",4078,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5365,31.3596,1,"Ngwane Park","09-Jan-23",1,2023,""
"179",4080,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2049,31.5591,1,"Croydon","10-Jul-22",7,2022,""
"180",4082,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5599,31.2899,2,"Dwaleni (=Edwaleni)","02-May-23",5,2023,""
"181",4083,"EAF","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-27.076,31.57,2,"Ntjanini","16-Nov-23",11,2023,""
"182",4393,"Monadjem","","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0939,31.7733,1,"Tshaneni, IYSIS Estate","29-Mar-22",3,2022,""
"183",4430,"Museum","DM1708","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-25.9003,31.3836,2,"Mondi Forest Plantations, approx. 6km W of Jacks Beacon","26-Mar-02",3,2002,""
"184",4451,"Museum","DM1736","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.1442,31.1394,2,"Malolotja NR, Senior Warden's house","31-Oct-13",10,2013,""
"185",4486,"Museum","TM78906","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.14,31.1222,2,"Malolotja NR, blow Mortimer's Dam","13-Oct-92",10,1992,"Yes"
"186",4487,"Museum","TM78907","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.2342,31.595,2,"Mliba - Tshaneni road, 1km E of Mliba Police Station","26-Sep-92",9,1992,"Yes"
"187",4522,"Museum","TM83055","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.0506,31.6731,2,"Balegane - Tshaneni, between","06-Oct-98",10,1998,"Yes"
"188",4532,"Museum","TM83066","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.6247,31.8806,2,"Siteki - Big Bend road","30-Oct-99",10,1999,"Yes"
"189",4558,"Museum","TM83972","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.4308,30.9567,2,"Mhlambanyatsi - Waverley, 13km SE of Lundzi","14-Dec-00",12,2000,""
"190",4617,"iNaturalist","144078153","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.545,31.2347,1,"Manzini","10-Dec-22",12,2022,""
"191",4618,"iNaturalist","144078190","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.5446,31.2351,1,"Manzini","10-Dec-22",12,2022,""
"192",4619,"iNaturalist","8412244","Colubridae","Crotaphopeltis","hotamboeia","Red-lipped Snake",-26.1346,32.0043,1,"Lubombo","02-Jan-14",1,2014,""
"193",1514,"Museum","TM79996","Colubridae","Dasypeltis","inornata","Southern Brown Egg-eater",-26.1211,31.1261,2,"Malolotja NR, Nkomati viewpoint road (Malolombe stream crossing)","01-Nov-95",11,1995,"Yes"
"194",1585,"Museum","TM69386","Colubridae","Dasypeltis","inornata","Southern Brown Egg-eater",-26.3517,31.1033,2,"Mbabane, 6km SW towards Mhlambanyatsi","07-Dec-90",12,1990,"Yes"
"195",3618,"EAF","","Colubridae","Dasypeltis","inornata","Southern Brown Eeg-eater",-25.948,31.133,2,"Bulembu","05-Nov-23",11,2023,""
"196",4467,"Museum","RCBS2227","Colubridae","Dasypeltis","inornata","Southern Brown Egg-eater",-26.3022,31.1081,2,"Waterford High School, on road to","13-Feb-15",2,2015,""
"197",4513,"Museum","TM83046","Colubridae","Dasypeltis","inornata","Southern Brown Egg-eater",-26.1272,31.1781,2,"Mnyokane, 300m S of junction","14-Nov-97",11,1997,"Yes"
"198",4620,"iNaturalist","138517702","Colubridae","Dasypeltis","inornata","Southern Brown Egg-eater",-26.5488,31.2236,1,"Manzini","30-Sep-22",9,2022,""
"199",16,"Museum","DM565","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7875,31.9388,3,"Big Bend","27-Oct-84",10,1984,"Yes"
"200",19,"Museum","DM564","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.3752,31.5375,3,"Mpisi","14-Dec-84",12,1984,"Yes"
"201",28,"Museum","DM1619","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.9578,31.7286,2,"Tunzini Estate, near packhouse","14-Feb-92",2,1992,"Yes"
"202",98,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.8697,31.9243,1,"Matata","29-Oct-06",10,2006,""
"203",119,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.8697,31.9243,1,"Matata","11-Nov-06",11,2006,""
"204",129,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2108,31.9274,2,"Simunye, 13th Ave","17-Nov-06",11,2006,""
"205",145,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.9886,31.9425,1,"Nisela","22-Nov-06",11,2006,""
"206",175,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26,31.757,2,"Tshaneni","23-Dec-06",12,2006,""
"207",179,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2147,31.9192,1,"Simunye Country Club","25-Dec-06",12,2006,""
"208",497,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2108,31.9274,2,"SIMUNYE OUTSIDE OUR HOUSE","31-Jan-08",1,2008,""
"209",505,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.0029,31.6533,2,"Maloma","02-Feb-08",2,2008,""
"210",577,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2108,31.9274,2,"Simunye, 4th Ave","14-Apr-08",4,2008,""
"211",633,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2108,31.9274,2,"Simunye","28-Jun-08",6,2008,""
"212",653,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2162,31.0298,2,"Malolotja","26-Aug-08",8,2008,""
"213",665,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.0369,31.814,2,"Mhlume","14-Oct-08",10,2008,""
"214",675,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.0369,31.814,2,"Mhlume","23-Oct-08",10,2008,""
"215",683,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.198,31.815,2,"Ngomane","29-Oct-08",10,2008,""
"216",971,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.8119,31.9181,2,"Marula Village, south of Big Bend","23-Dec-20",12,2020,""
"217",1287,"Museum","TM67262","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7833,31.9333,3,"Big Bend","",NA,NA,"Yes"
"218",1295,"Museum","TM80767","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7367,31.8203,2,"Big Bend, 13km NW","21-Nov-96",11,1996,"Yes"
"219",1345,"Museum","TM69936","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.3681,31.5506,2,"Dinedor, farm house","09-Mar-91",3,1991,"Yes"
"220",1353,"Museum","TM24135","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.53,31.188,3,"Farm Waller's","",NA,NA,"Yes"
"221",1498,"Museum","TM69375","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1458,31.1392,2,"Malolotja NR, gatehouse ","05-Apr-90",4,1990,"Yes"
"222",1503,"Museum","TM82992","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1411,31.1203,2,"Malolotja NR, 2km from entrance ","24-Nov-97",11,1997,"Yes"
"223",1508,"Museum","TM82994","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1208,31.1097,2,"Malolotja NR, on trail to the falls","06-Apr-98",4,1998,"Yes"
"224",1549,"Museum","TM71089","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-25.7564,31.4461,2,"Matsamo, 3km SW","12-Nov-91",11,1991,"Yes"
"225",1579,"Museum","TM69499","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2072,31.0781,2,"Mbabane - Piggs Peak, between Forbes Reef and Timbuti Farm","30-Dec-89",12,1989,"Yes"
"226",1684,"Museum","TM69922","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.1089,31.9225,2,"Nsoko, 10km S","11-Jan-91",1,1991,"Yes"
"227",1752,"Museum","TM56543","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.106,31.922,3,"Tambankulu Estate","",NA,NA,"Yes"
"228",1756,"Museum","TM71005","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7339,31.7733,2,"Tambuti Estate, near nursery","26-Jun-91",6,1991,"Yes"
"229",1759,"Museum","TM58099","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7366,31.7707,3,"Tambuti Estates","",NA,NA,"Yes"
"230",1833,"Museum","TM52324","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"231",1834,"Museum","TM56609","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"232",1835,"Museum","TM79940","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-25.9942,31.76,2,"Tshaneni, next to shool","16-Nov-92",11,1992,"Yes"
"233",2072,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.853,31.767,2,"St. Phillips","14-May-21",5,2021,""
"234",2074,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.683,31.684,2,"Siphofaneni","17-May-21",5,2021,""
"235",2231,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7833,31.9333,3,"Big Bend","06-Nov-21",11,2021,""
"236",2242,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7833,31.9333,3,"Big Bend","07-Nov-21",11,2021,""
"237",2270,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.875,31.308,1,"Nkwene High School","19-Nov-21",11,2021,""
"238",2299,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.683,31.684,2,"Siphofaneni","01-Dec-21",12,2021,""
"239",2351,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.5,31.38,3,"Manzini","20-Dec-21",12,2021,""
"240",2376,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.0029,31.6533,2,"Maloma","30-Dec-21",12,2021,""
"241",2520,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.4519,31.0428,2,"Mhlambanyatsi","06-Mar-22",3,2022,""
"242",2611,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.853,31.767,2,"St. Phillips","11-May-22",5,2022,""
"243",2795,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.2536,31.7508,2,"Matsanjeni","16-Nov-22",11,2022,""
"244",3753,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.2,31.56,2,"Hluthi, Bhejisa","15-Dec-22",12,2022,""
"245",3754,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-27.0029,31.6533,2,"Maloma","16-Nov-23",11,2023,""
"246",3755,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.9439,31.9538,1,"Ndzevane High School","26-Jan-24",1,2024,""
"247",4085,"EAF","","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.5818,31.318,1,"Dwaleni (=Edwaleni)","20-Nov-23",11,2023,""
"248",4489,"Museum","TM78909","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1444,31.1075,2,"Nkaba - Forbes Reef, between (on road next to Malolotja NR)","10-Oct-92",10,1992,"Yes"
"249",4533,"Museum","TM83067","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1294,31.1081,2,"Malolotja NR, near Logwaja Viewpoint","31-Oct-99",10,1999,"Yes"
"250",4534,"Museum","TM83068","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.7236,31.8803,2,"Big Bend - Siteki road","05-Nov-99",11,1999,"Yes"
"251",4621,"iNaturalist","244776784","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1729,31.6319,1,"Manzini","29-Sep-24",9,2024,""
"252",4622,"iNaturalist","104719447","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.1937,31.9881,1,"Lubombo","10-Jan-22",1,2022,""
"253",4623,"iNaturalist","8412266","Colubridae","Dasypeltis","scabra","Rhombic Egg-eater",-26.2978,31.7566,1,"Lubombo","07-Feb-14",2,2014,""
"254",20,"Museum","DM569","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.7875,31.9388,3,"Big Bend","23-Dec-84",12,1984,"Yes"
"255",53,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2139,31.9188,1,"SIMUNYE THEAS HOUSE","08-Jun-06",6,2006,""
"256",65,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2147,31.9192,1,"Simunye Country Club, Room 26","26-Jun-06",6,2006,""
"257",70,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2147,31.9192,1,"Simunye Country Club","07-Jul-06",7,2006,""
"258",75,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2143,31.9195,1,"Simunye Country Club, Parking lot","21-Jul-06",7,2006,""
"259",78,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE JAYES HOUSE","16-Aug-06",8,2006,""
"260",130,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE JONATHAN GAMA'S CAR","17-Nov-06",11,2006,""
"261",134,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2594,31.8763,1,"Royal Hlane NP (Hlane)","20-Nov-06",11,2006,""
"262",154,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"Simunye, 4th Ave, Marsden House","30-Nov-06",11,2006,""
"263",190,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE HOUSE 31","29-Dec-06",12,2006,""
"264",196,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2147,31.9192,1,"SIMUNYE DUMI'S HOUSE","08-Jan-07",1,2007,""
"265",207,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2139,31.9188,1,"SIMUNYE THEA'S HOUSE","15-Jan-07",1,2007,""
"266",246,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE NOZIPOS HOUSE","08-Feb-07",2,2007,""
"267",253,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2147,31.9192,1,"SIMUNYE DUMI'S HOUSE","13-Feb-07",2,2007,""
"268",260,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.052,31.8169,2,"Mhlume Security","16-Feb-07",2,2007,""
"269",333,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE MIDDLETON HOUSE","19-Apr-07",4,2007,""
"270",350,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"Simunye, 8th Ave","01-Oct-07",10,2007,""
"271",434,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"Simunye","05-Dec-07",12,2007,""
"272",437,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.215,31.9191,1,"Simunye Country Club, trampolene","05-Dec-07",12,2007,""
"273",561,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"Simunye, 13th Ave","28-Mar-08",3,2008,""
"274",578,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE SECURITY","15-Apr-08",4,2008,""
"275",613,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE STADIUM FLATS","08-May-08",5,2008,""
"276",654,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.4134,31.7764,1,"Mpaka","29-Aug-08",8,2008,""
"277",679,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2108,31.9274,2,"SIMUNYE PETROL STATION","25-Oct-08",10,2008,""
"278",680,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26,31.757,2,"Tshaneni","26-Oct-08",10,2008,""
"279",716,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.106,31.922,2,"Tambankulu","16-Nov-08",11,2008,""
"280",717,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.9886,31.9425,2,"Nisela","19-Nov-08",11,2008,""
"281",963,"EAF","","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.8119,31.9181,2,"Marula Village, south of Big Bend","18-Dec-20",12,2020,""
"282",1280,"Museum","TM67256","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.7833,31.9333,3,"Big Bend","",NA,NA,"Yes"
"283",1321,"Museum","TM47640","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2806,31.8703,3,"Royal Hlane NP (Ehlane Nat Res)","",NA,NA,"Yes"
"284",1322,"Museum","TM47641","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2806,31.8703,3,"Royal Hlane NP (Ehlane Nat Res)","",NA,NA,"Yes"
"285",1323,"Museum","TM47644","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2806,31.8703,3,"Royal Hlane NP (Ehlane Nat Res)","",NA,NA,"Yes"
"286",1324,"Museum","TM47716","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2806,31.8703,3,"Royal Hlane NP (Ehlane Nat Res)","",NA,NA,"Yes"
"287",1407,"Museum","TM69924","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-27.2,31.8997,2,"Lavumisa, 13km N","07-Feb-91",2,1991,"Yes"
"288",1611,"Museum","TM49795","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-26.2127,31.9992,3,"Mlawula NR","",NA,NA,"Yes"
"289",1816,"Museum","TM52036","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"290",1817,"Museum","TM52167","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"291",1818,"Museum","TM52296","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"292",1819,"Museum","TM52298","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"293",1820,"Museum","TM52299","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"294",1821,"Museum","TM52304","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"295",1822,"Museum","TM52306","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"296",1823,"Museum","TM52401","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"297",1824,"Museum","TM52402","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"298",1825,"Museum","TM52403","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"299",1826,"Museum","TM53807","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"300",1827,"Museum","TM53871","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"301",1828,"Museum","TM54051","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.99,31.717,3,"Tshaneni","",NA,NA,"Yes"
"302",1842,"Museum","TM80782","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.9808,31.7536,2,"Tshaneni, 2km NW","29-Dec-95",12,1995,"Yes"
"303",1847,"Museum","TM47451","Colubridae","Dipsadoboa","aulica","Marbled Tree Snake",-25.95,31.75,3,"Tshaneni, near","",NA,NA,"Yes"
